smile,classe
CC(OC(C)=O)C(\C)=C\C1C(C)=CCCC1(C)C,CHEBI_76924
C1(O)=C2C(C(C=3C(=CC=CC3O)C2=O)=O)=C(O)C4=C1C[C@](C[C@@H]4O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)([C@@H](C)O)O,CHEBI_35610
O=C(NCC(O)=O)[C@H]1N(CCC1)C(=O)CN,CHEBI_25676
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,CHEBI_75771
OC(=O)CCCc1ccccc1,CHEBI_35610
C\C(CCC1=C(C)CCCC1(C)C)=C/CC\C(CO)=C/C=C/C1=CC(=O)OC1O,CHEBI_35610
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=2NC=NC2)CC(C)C,CHEBI_25676
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,CHEBI_75771
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,CHEBI_35610
Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O,CHEBI_35610
OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H]1O,CHEBI_76924
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC([*])=O,CHEBI_25212
OC[C@H](O)[C@@H](O)C(=O)CO,CHEBI_75771
Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(C)c5CCC([O-])=O)c(C)c4CCC([O-])=O)c(CCC([O-])=O)c3C,CHEBI_77746
[H][C@@]12O[C@]1([C@@H](O)\C=C(/C)[C@@H](O)C\C=C(/C)CCC=C(C)C)[C@@H](O)C=C(CO)[C@@H]2O,CHEBI_25212
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)C(C)C,CHEBI_16670
C[N+](C)(C)CC(O)CC(O)=O,CHEBI_75771
CCC(C)CC(C)CCCC(C)C,CHEBI_76924
S(CC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H]([C@H](O)C)C(O)=O)C,CHEBI_25676
CC(C)CC(=O)c1c(O)c(CC=C(C)C)c2oc(=O)cc(-c3ccccc3)c2c1O,CHEBI_25212
COc1cc(cc(O)c1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](COC(=O)\C=C/c2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O,CHEBI_25212
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CC=1C=2C(NC1)=CC=CC2,CHEBI_16670
O=C(N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CCC(=O)N,CHEBI_16670
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CCCCN,CHEBI_16670
O=C(NCC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](N)CCC(=O)N,CHEBI_25676
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)CN)CC=1C=2C(NC1)=CC=CC2,CHEBI_16670
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)CCCN=C(N)N,CHEBI_25676
CC(C)C[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(O)=O,CHEBI_25212
OC[C@@H](O)[C@@H](O)C=O,CHEBI_76924
CC(=O)c1nc(C(N)=O)c(O)c2c3ccccc3[nH]c12,CHEBI_25212
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)CC(O)=O)C(O)=O)C,CHEBI_16670
COc1c(O)ccc2c1oc(-c1ccc(O)c(O)c1)c(OC)c2=O,CHEBI_25212
OC(=O)c1cccnc1C(O)=O,CHEBI_75771
N=1C2=C(C=3N(C1N)N=C(N3)C=4OC=CC4)C=C(C=C2)Cl,CHEBI_35610
[H][C@]12CC[C@]3([H])[C@](CC1=C)(C2)[C@@H](C(O)=O)[C@]1([H])[C@@]2(C)CCC[C@@]31OC2=O,CHEBI_76924
O=C(N[C@@H](CCCCN)C(O)=O)[C@H]1N(CCC1)C(=O)[C@@H](N)CC(=O)N,CHEBI_25676
C[N+](C)(C)CCCC(O)[C@H](N)C(O)=O,CHEBI_75771
O[C@H]1[C@@H](O)[C@H](O[C@@H]1COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O,CHEBI_75771
O=C(C1=CC=C(NC2=NC3=CC=C(C4=CC=NC=C4)C=C3C=N2)C=C1)NCCOC,CHEBI_35610
O.O.O.O.O.O.O.[Na+].[Na+].Nc1nc(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)c[nH]c2[nH]1,CHEBI_35610
COc1c2occc2cc2ccc(=O)oc12,CHEBI_76924
[H]C(=O)C(O)=O,CHEBI_77746
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CC1=CC=CC=C1)C(O)=O)C,CHEBI_16670
C(/C=C/C(CCCCC)=O)O,CHEBI_75771
O=C(N[C@H](C(=O)N[C@@H](CC=1NC=NC1)C(O)=O)C)[C@@H](N)CCCN=C(N)N,CHEBI_16670
Oc1cc2OC(O)(Cc3ccc(O)c(O)c3)C(=O)c2c(O)c1,CHEBI_76924
O=C(N[C@@H]([C@H](O)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCCN=C(N)N,CHEBI_16670
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,CHEBI_76924
[H][C@]12CC[C@]3([H])[C@@]4(C)CC[C@H](O)C(C)(C)[C@]4([H])CC[C@@]3(C)[C@]1(C)CC[C@@]1(CO)CC[C@@H](C(C)=C)[C@]21[H],CHEBI_35610
O=C1N2[C@@]3([C@@]4([C@]5(N(CC4)C\C(\[C@](C5)(C3=CC1)[H])=C\CO)[H])C=6C2=CC=CC6)[H],CHEBI_35610
C1(=CC=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)COC(=O)C,CHEBI_76924
C[C@@](O)(CCOP(O)(=O)OP(O)(O)=O)CC(O)=O,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)[C@H](CC)C,CHEBI_25676
CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC,CHEBI_75771
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CHEBI_76924
[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1(O)[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2,CHEBI_25212
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CC2=CC=CC=C2,CHEBI_25676
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)CC(C)C)C(O)=O,CHEBI_25676
[H][C@@]1(CC=CC(=O)O1)[C@@H](OC(C)=O)[C@@]1([H])C[C@@H]1C(=O)C(C)OC(=O)\C=C/c1ccc(O)cc1,CHEBI_35610
[C@@H](CO/C=C\CCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])OC(CCCCCCC/C=C\CCCCCC)=O,CHEBI_75771
C[C@H]1CC(C)(C)[C@]23CC[C@]4(C)[C@]5(CC[C@@H]6[C@H]7[C@@H](CC[C@@]7(CC[C@@]46C(=O)O5)C(O)=O)C(C)=C)[C@]12O3,CHEBI_76924
CNCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O,CHEBI_77746
COc1cc2c(C=CC3=CC(=O)[C@@]4(O)C[C@@]23CCN4C)cc1O,CHEBI_25212
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,CHEBI_77746
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)[C@H](O)C)CC(O)=O)C(O)=O)C,CHEBI_16670
[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@]3(C)CCC[C@@]3([H])[C@]1([H])CC2,CHEBI_77746
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CCCCN,CHEBI_16670
O[C@@H]1[C@H]2CO[C@H](O2)[C@H](O)[C@H]1O,CHEBI_77746
[H][C@]12CCC(=O)C=C1CC[C@]1([H])[C@]2([H])CC[C@]2(C)[C@@H](O)CC[C@@]12[H],CHEBI_77746
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H](O)C[C@@H](CC)C(C)C,CHEBI_25212
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CCC(=O)N)C(O)=O)[C@@H](N)CC=2C=3C(NC2)=CC=CC3,CHEBI_16670
[H][C@]12CC[C@@]3([H])[C@]45[C@@H](O)CCC(C)(C)[C@@]4([H])[C@H](O)[C@]4(O)OC5O[C@@H]1[C@@]34C(=O)[C@@H]2COC,CHEBI_25212
N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O,CHEBI_76924
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(=O)NCC(O)=O)[C@H]2NCCC2,CHEBI_25676
[H]C(CCCC)=[N+]([O-])CCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,CHEBI_25212
O=C(N[C@H](C(=O)N[C@@H](CC=1NC=NC1)C(O)=O)C)[C@@H](N)CCCCN,CHEBI_16670
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H]([C@H](O)C)C(O)=O)[C@@H](N)CCCCN,CHEBI_16670
S(CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)CO)C,CHEBI_25676
[H][C@]12CC[C@@]3(C)[C@@]([H])([C@@H](O)C[C@]3(C)C1=CC[C@@]1([H])C(C)(C)C(=O)CC[C@]21C)[C@@H](CCC=C(C)C)C(=O)OC,CHEBI_25212
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC([O-])=O,CHEBI_77746
OC[C@H](NC(=O)[C@@H](N)CC=1NC=NC1)C(=O)N[C@@H](CC(O)=O)C(O)=O,CHEBI_25676
O[C@@H]([C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C,CHEBI_16670
O=C(N1[C@H](CCC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CC(C)C,CHEBI_16670
[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C([O-])=O)[C@]1([H])[C@@]3(C)[C@@H](O)CC[C@@]21OC3=O,CHEBI_77746
[H][C@]12Cc3ccccc3-c3c(OC)c(O)cc(CCN1)c23,CHEBI_25212
C[C@@H]1O[C@@H](O[C@@H]2[C@H](O[C@@H](C)[C@H](O)C2=O)c2c(O)cc3oc(cc(=O)c3c2O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,CHEBI_76924
O=C(CC\C=C\CCCC\C=C\c1ccc2OCOc2c1)N1CCCC1,CHEBI_25212
[H][C@]12OC3(OC4(C(C)C(OC(=O)\C=C\c5ccccc5)[C@@]1(O3)C(C)=C)C1C=C(C)CC1(O)C(O)C1(CO)OC1C24)\C=C\CCCCCCC,CHEBI_25212
CC(C)C[C@@H](C(=O)NC(CC(C)C)C(=O)NC(CCSC)C=O)NC(=O)C,CHEBI_16670
O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_25676
CC(=O)OC[C@H]1O[C@@H](Oc2cc3C(=O)c4cc(O)ccc4C(=O)c3c(O)c2C)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,CHEBI_76924
NCCC(=O)c1cc(O)ccc1N,CHEBI_75771
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CC(C)C)C(O)=O)C,CHEBI_25676
OC[C@H]1O[C@@H](OC[C@@H](COC([*])=O)OC([*])=O)[C@H](O)[C@@H](O)[C@H]1O,CHEBI_75771
CC[C@@H](C)[C@H]1NC(=O)C2=C(OC(=N2)C2=CSC(=N2)C2=COC(=N2)C2=COC(=N2)C2=COC(CNC(=O)[C@@H](NC1=O)C(C)C)=N2)C1=CC=CC=C1,CHEBI_35610
C1[C@](OC(C[C@@H](C(C([C@@H]([C@H]([C@H](CCC[C@@]2([C@]1(O2)[H])[H])C)O)C)=O)(C)C)O)=O)(/C(=C/C=3N=C(SC3)C)/C)[H],CHEBI_25212
[H][C@]12[C@H](O)[C@@H](O)C=C3CCN(Cc4cc5OCOc5cc14)[C@@]23[H],CHEBI_76924
OOC1CCOP(=O)(N1)N(CCCl)CCCl,CHEBI_35610
CN1C=2C(C(C3=NC(NC4=C(OC)C=C(C(=C4)NC(C=C)=O)N(CCN(C)C)C)=NC=C3)=C1)=CC=CC2,CHEBI_35610
S(CC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)C,CHEBI_16670
Nc1c[nH+]cn1C1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,CHEBI_77746
C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]44[C@@H](O)CCC(=O)[C@]4(C)[C@H]3CC[C@]12C)[C@H]1CC(C)=C(CO)C(=O)O1,CHEBI_76924
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,CHEBI_25212
[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1,CHEBI_35610
CCCCCCCCCCCCCCCCCCOC(=O)C(=O)OCC=C,CHEBI_77746
C(CCCCCCCCCCCC)CCCCCCCCC(OCC(O)CO)=O,CHEBI_35610
SC[C@H](N)C(=O)N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_16670
CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(O)=O,CHEBI_25212
[NH3+][C@@H](CS([O-])(=O)=O)C([O-])=O,CHEBI_77746
CC(=O)OC(C)(C)[C@H]1CC[C@@](C)(OO)C=C1,CHEBI_25212
COc1cc(C[C@H](C)[C@H](C)Cc2cc(OC)c(O)c(OC)c2)ccc1O,CHEBI_76924
O=C(NCC(=O)N[C@@H](CC(=O)N)C(O)=O)[C@@H](N)CC1=CC=CC=C1,CHEBI_25676
O[C@@H]([C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(O)=O)C)C,CHEBI_25676
C(CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@@H](C/C=C\CC)O)(=O)O,CHEBI_75771
[H][C@@]12CC[C@]3(C)[C@]([H])(CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@]5(CO)CC[C@@]34C)[C@@]1(C)CC[C@H](O)C2(C)C,CHEBI_25212
OC[C@H]1O[C@@H](Oc2ccc(cc2O)-c2cc(=O)c3c(O)cc(O)cc3o2)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_76924
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CC1=CC=C(O)C=C1)C(O)=O)C,CHEBI_16670
C\C(\C=C\[C@@]1(O)C(C)=CC(=O)C[C@@]1(C)CO)=C\C(O)=O,CHEBI_76924
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)[C@H](CC)C)[C@H](CC)C)C(O)=O)C,CHEBI_16670
O=C(N[C@@H](CO)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CC(O)=O,CHEBI_25676
C[C@@]12OC(=O)[C@]3(O)CC[C@H]4[C@@H](CC=C5CC=CC(=O)[C@]45C)[C@@]45O[C@@]13[C@@H](C4=O)[C@]1(C)C[C@H]2OC(=O)[C@@H]1CO5,CHEBI_35610
C12=C(C=C(C=C2C(C=3C=C(C=C(C3C1=O)O)OC)=O)C)O,CHEBI_25212
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CCC(=O)N)C(O)=O)C,CHEBI_16670
[H][C@@]12C[C@](C)(C=C)[C@H](C[C@]1([H])C(=C)C(=O)O2)C(C)=C,CHEBI_35610
O1[C@@]2([H])[C@]3([C@]4(O[C@@]5(O[C@@H]([C@@H](O)[C@H](O)[C@]5(O[C@@]14C)[H])CO)[H])C[C@]3(C(C2)=O)[H])COC(C=6C=CC=CC6)=O,CHEBI_76924
O[C@H](CS([O-])(=O)=O)C([O-])=O,CHEBI_77746
SC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H]([C@H](CC)C)C(O)=O)CO,CHEBI_16670
[H][C@@]12C[C@@H](OC(=O)CCC)C=C3[C@H](O[C@@H](OC(C)=O)[C@@]13[C@@H](OC(C)=O)[C@H](O)[C@@H](C)[C@@]2(C)CCC(=C)C=C)OC(C)=O,CHEBI_35610
O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1COC(=O)c1cc(O)c(O)c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1,CHEBI_25212
CC(C)=CCC1=C(C=CC=2C3=C(C=4C=CC(=CC4OC3=O)O)OC12)O,CHEBI_76924
S(CC[C@H](N)C(=O)N[C@H](C(=O)N1[C@H](CCC1)C(O)=O)CC2=CC=CC=C2)C,CHEBI_16670
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CC(C)C,CHEBI_16670
OC[C@H]1OC(OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@H]1O,CHEBI_77746
C1(OC(=O)CC1)CCCC,CHEBI_76924
C(=O)(OC(C)(C)C)C[C@H]1C=2N(C3=C(C(=N1)C4=CC=C(C=C4)Cl)C(=C(S3)C)C)C(=NN2)C,CHEBI_35610
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,CHEBI_77746
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CHEBI_75771
COc1cc(ccc1O)C1Oc2c(OC)cc(\C=C\COC(=O)c3ccccc3)cc2C1COC(=O)c1ccccc1,CHEBI_25212
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC=1C=2C(NC1)=CC=CC2,CHEBI_25676
Cc1c(CCC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=O)c(C)c4CCC(O)=O)c(C)c3CCC(O)=O,CHEBI_77746
[H][C@@]12C[C@@H](O)\C(C)=C\[C@@]3([H])OC(=O)C(=C)[C@]3([H])[C@@H](C[C@@]1(C)O2)OC(=O)C(\C)=C\C,CHEBI_35610
OC(C(O)=O)c1ccc(O)c(O)c1,CHEBI_77746
O=C(NCC1=CN2C=C(CNCC3CCCCC3)C=CC2=N1)C1=CC(=O)N2C=CC=CC2=N1,CHEBI_35610
O=C(N[C@H](C(=O)N[C@@H](CCC(O)=O)C(O)=O)C)[C@@H](N)CC(C)C,CHEBI_25676
CC1(C)CC[C@@]23CC[C@]4(C)[C@](OC2=O)(C=C[C@@H]2[C@@]5(C)CC[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]42C)[C@@H]3C1,CHEBI_25212
O[C@@H]([C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CC1=CC=C(O)C=C1)C(O)=O)C,CHEBI_16670
CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+],CHEBI_77746
CC1=CC(=O)[C@@]2([C@@H](O2)C(=O)CC(C)C)C(=O)N1,CHEBI_35610
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,CHEBI_76924
NC(=O)CCC(=O)C([O-])=O,CHEBI_77746
O=C(N[C@@H](CO)C(=O)NCC(O)=O)[C@@H](N)CC=1NC=NC1,CHEBI_16670
[C@]1([C@@](C(OC1)=O)(C(CCCCC(C)C)=O)[H])(CO)[H],CHEBI_25212
O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C(=CC=CC2)C(O)=O)CO,CHEBI_76924
O([C@H]1N(C(=O)[C@@H](O)[C@@H]([C@@H]1C2=CC=CC=C2)C3=CC=CC=C3)C)C,CHEBI_76924
OC[C@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)C(=O)N[C@@H](C)C(O)=O,CHEBI_25676
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)[C@H](CC)C,CHEBI_16670
CO[C@H]1CC(=O)[C@]2(CO)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3C[C@H]3O[C@@]23[C@H]1O)[C@H](C)[C@H]1CC(C)=C(CO)C(=O)O1,CHEBI_76924
OC(=O)c1ccc(O)nc1,CHEBI_25212
CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEBI_76924
CCCCCCCCCCCCC(CC(CCCCC)=O)=O,CHEBI_75771
[H]C(=O)C(O)=O,CHEBI_75771
COc1ccc(Cc2coc3c(C)c(O)c(C)c(O)c3c2=O)cc1,CHEBI_76924
S(CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(O)=O)CC(=O)N)C,CHEBI_16670
COc1ccc(CC(O)C(=O)c2ccc(OC)cc2OC)cc1,CHEBI_76924
COc1c2occc2c(O)c2ccc(=O)oc12,CHEBI_25212
COc1cc(\C=C\COC(=O)c2ccccc2)ccc1O,CHEBI_76924
O=C1N=C(NC=2NC=NC21)NC,CHEBI_77746
OC[C@@H](O)[C@H](O)CO,CHEBI_77746
C(CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](C/C=C\CC)O)(=O)O,CHEBI_75771
COC1=CC(=O)C=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O,CHEBI_75771
CCCC[C@H](NC(=O)C[N+]#N)C(=O)OC,CHEBI_25212
NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,CHEBI_75771
CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C\CO,CHEBI_77746
O=C(N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O)[C@@H](N)CCCN=C(N)N,CHEBI_25676
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)CCCN=C(N)N)C(O)=O)C,CHEBI_25676
C[C@H](NC(=O)[C@@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OC[C@H](NC(=O)[C@@H]2[C@H](O)CCN2C(=O)C(N)CO)C(=O)N1)C(O)=O,CHEBI_16670
CCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,CHEBI_25212
[C@@H](COC(=O)*)(COP(OC[C@@H](C(=O)O)N)(=O)O)OC(=O)*,CHEBI_77746
Oc1cc(O)c2c(c1)oc(cc2=O)-c1cc(O)c(O)c(O)c1,CHEBI_35610
NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O,CHEBI_75771
CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CHEBI_25212
CC(=O)C(=O)c1ccccc1,CHEBI_76924
CC(C)=CCC\C(C)=C\Cc1c(O)c(O)ccc1[C@@H]1CC(=O)c2c(O1)cc1OC(C)(C)C(O)Cc1c2O,CHEBI_76924
O=C(NCC(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(C)C,CHEBI_25676
[H][C@]12CC=C[C@](C)(O)[C@]1(C)[C@@H](OC(=O)c1cccnc1)[C@H](OC(=O)c1ccccc1)[C@](C)(O)[C@]2(C)\C=C\C1=CC(=O)OC1,CHEBI_35610
CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,CHEBI_75771
[H][C@]12C[C@@H](NC)[C@@H](OC)[C@](C)(O1)n1c3ccc(O)c(O)c3c3c4C(=O)NC(=O)c4c4c5cc(O)ccc5n2c4c13,CHEBI_25212
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)C(C)C,CHEBI_25676
[H][C@]12N3CCC[C@]11CC[C@@]4(Nc5ccccc5[C@]24CC3)[C@@H](C1)C(=O)OC,CHEBI_25212
CCCCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O,CHEBI_77746
[H][C@@](COC([*])=O)(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC([*])=O,CHEBI_75771
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CC(O)=O)C(O)=O,CHEBI_25212
COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,CHEBI_25212
Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)Nc2c(=O)[nH]1,CHEBI_77746
CCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
O=C(N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC(C)C)C(O)=O)[C@H]1NCCC1,CHEBI_25676
O[C@H]1[C@@H](O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O)Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccc(O)cc1,CHEBI_35610
[H][C@@]12N3CC[C@]11C(Nc4ccccc14)=C(C[C@]2(CC)C=CC3)C(=O)OC,CHEBI_35610
