smile,classe
[H][C@]1(OC(=O)C[C@@H]1C)[C@@]1(C)CC(=O)c2c(O1)ccc(c2O)-c1c(C)cc(O)c2C(=O)C[C@](C)(Oc12)[C@]1([H])OC(=O)C[C@H]1O,CHEBI_35610
N1C(NC=C(C1=O)C=O)=O,CHEBI_77746
C\C(CCC1=C(C)CCCC1(C)C)=C/CC\C(CO)=C\C[C@H]1OC(=O)C=C1CO,CHEBI_25212
OP(O)(=O)O[C@@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O,CHEBI_77746
[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)[C@@](O)(CO)[C@]3([H])CC[C@@]12C)C(O)=O,CHEBI_25212
O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1c(cc(=O)[nH]c1=O)C(O)=O,CHEBI_77746
NC1=C(C=CC(NCCNC2=NC=C(N3C=CN=C3)C(=N2)C2=C(Cl)C=C(Cl)C=C2)=N1)[N+]([O-])=O,CHEBI_35610
[C@@H]1(C(O[C@@H]([C@@H]([C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)O)CO)*)NC(=O)C,CHEBI_77746
O=C(N[C@@H](CCC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC=1C=2C(NC1)=CC=CC2,CHEBI_25676
[H][C@]12CC[C@@]3(C)[C@]([H])([C@H](C)CC[C@H](O)C(C)=C)[C@@H](O)C[C@]3(C)C1=CC[C@@]1([H])C(C)(C)C(=O)CC[C@]21C,CHEBI_25212
FC1=C(NC(=O)CC2=CC(=CC=C2)C(F)(F)F)C=C(OC2=C(C#N)C3=C(C=C2)N=C(NC(=O)C2CC2)S3)C=C1,CHEBI_35610
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CO,CHEBI_25676
NCCS(O)=O,CHEBI_75771
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CC=1NC=NC1)C(O)=O)C,CHEBI_16670
O=C(N[C@@H](CC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)[C@H](CC)C,CHEBI_16670
C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@H](O)[C@H]1O,CHEBI_77746
[H][C@]12CC[C@H](O)C(=C)[C@]1(C)[C@@H](OC(=O)c1cccnc1)[C@H](OC(=O)c1ccccc1)[C@](C)(O)[C@]2(C)\C=C\C1=CC(=O)OC1,CHEBI_35610
[H][C@]12OC(=O)C(=C)[C@]1([H])[C@H](O)C\C(C)=C\CC\C(C)=C\2,CHEBI_35610
[H]C(=O)\C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEBI_77746
COc1cc(C=C)ccc1O,CHEBI_76924
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)CN)CCCN=C(N)N,CHEBI_25676
OC(=O)Cc1c[nH]c2ccccc12,CHEBI_77746
NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCC[N+]([O-])=O,CHEBI_25212
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](O)COP(O)(=O)OCCN,CHEBI_77746
N[C@@H](CCC(=O)N[C@@H](CS[C@H]1C=Cc2ccccc2[C@@H]1O)C(=O)NCC(O)=O)C(O)=O,CHEBI_16670
CCCCC(C)CC(C)\C=C\C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2=C(O)CCC2=O)[C@H](O)CC1=O,CHEBI_35610
[C@@H](COC(=O)CCCCCCCCCCCCCCC)(COP(OCCN)(=O)O)O,CHEBI_77746
O[C@H]1[C@@H](O)C(NC(=[NH2+])CNC=O)O[C@@H]1COP([O-])([O-])=O,CHEBI_77746
COc1cc(ccc1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CHEBI_76924
COc1cc2occc(=O)c2c(O)c1OC,CHEBI_76924
O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@H]3NCCC3,CHEBI_25676
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O,CHEBI_75771
N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,CHEBI_25212
NC(CC(=O)c1cc(O)ccc1N)C(O)=O,CHEBI_77746
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)[C@H](O)C)CCC(O)=O,CHEBI_25676
S(CC[C@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N)C)C(O)=O)C,CHEBI_25676
CC(=O)N[C@@H](CS)C(O)=O,CHEBI_77746
CCCCC\C=C/C\C=C/CC\C=C/CCCC(O)=O,CHEBI_35610
COc1ccc(CCCc2ccc(O)c(OC)c2)c(O)c1,CHEBI_25212
[H][C@@]1(CC[C@@]2([H])C3=C(C(=O)[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@]1([H])C[C@@H]3O)[C@H](C)CCC(=C)C(C)C(O)=O,CHEBI_25212
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)CC=3C=4C(NC3)=CC=CC4,CHEBI_16670
[Na+],CHEBI_77746
[H][C@]12OC(=O)C(=C)[C@]1([H])[C@H](CC(=C)C[C@]1(O)C[C@@](C)(OC)[C@@H]2O1)OC(=O)C(\C)=C\C,CHEBI_25212
O=C(N1[C@H](CCC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)[C@H](CC)C)CC(=O)N,CHEBI_16670
OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,CHEBI_76924
CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O,CHEBI_25212
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCCCN,CHEBI_16670
C(CCC)C[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(NCCS(O)(=O)=O)=O)OO,CHEBI_75771
O(C1=C2C(=C(CCNC)C(OC)=C1OC)C=CC=3C2=CC(OC)=C(OC)C3)C,CHEBI_76924
CC(C)[C@@H]1C=CC(=C)[C@]11CCC(=CC1)C(O)=O,CHEBI_25212
[H][C@]12CS[C@@H](CCCCC(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)[C@@]1([H])NC(=O)N2,CHEBI_75771
O=C(NCC(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CC=1C=2C(NC1)=CC=CC2,CHEBI_25676
[C@]12([C@@](C(=CO[C@H]1O)C=O)(CC[C@@H]2C)[H])[H],CHEBI_76924
S(CC[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CS)C(O)=O)C,CHEBI_16670
CC1(C)CCc2c(O1)c(O)cc1oc3cc(O)cc(O)c3c(=O)c21,CHEBI_35610
COc1cc2oc(=O)c(cc2c(OC)c1CC=C(C)C)-c1ccc(O)cc1O,CHEBI_76924
CC(C)=CCC\C(C)=C\Cc1cc(CCC(=O)c2c(O)cc(O)cc2O)ccc1O,CHEBI_25212
CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCC,CHEBI_75771
[H][C@@]12O[C@@](OCC)(\C=C(C)/C[C@H](OC(=O)C(C)=C)[C@@]3([H])C(=C)C(=O)O[C@]13[H])C=C2C,CHEBI_35610
O=C(N[C@@H](C(C)C)C(=O)N[C@@H]([C@H](CC)C)C(O)=O)[C@H]1NCCC1,CHEBI_16670
O=C(NCC(=O)N[C@@H](C)C(O)=O)[C@@H](N)CCCCN,CHEBI_25676
S(C(C(O)C(=O)NCCC1=CC(OC)=C(OC)C=C1)C2=CC(OC)=C(OC)C=C2)CC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,CHEBI_16670
CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
[H][C@]1(COc2cc(O)ccc2[C@H]1O)c1ccc(O)cc1OC,CHEBI_25212
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,CHEBI_75771
CC(=O)S[*],CHEBI_75771
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)CC(=O)N,CHEBI_25676
COc1cc(CO)nc(-c2ccccn2)c1OC,CHEBI_35610
[H][C@]12[C@@H](O)CCN1C[C@H](O)[C@@H](O)[C@@H]2O,CHEBI_25212
COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2c1,CHEBI_35610
[H][C@@]12CC[C@]3(C)[C@]([H])(CC=C4[C@]5([H])[C@](C)(O)[C@H](C)CC[C@@]5(CC[C@@]34C)C(O)=O)[C@@]1(C)C[C@H](O)[C@H](O)C2(C)C,CHEBI_25212
Nc1c(O)cccc1C(O)=O,CHEBI_77746
[H][C@]12C[C@H](OC(=O)c3ccccc3)[C@]3(COC(C)=O)[C@@H](OC(C)=O)[C@H](C[C@@H](C)[C@@]3(OC1(C)C)[C@@H]2OC(C)=O)OC(=O)c1ccccc1,CHEBI_25212
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H]1NCCC1)[C@H](CC)C)C(O)=O)C,CHEBI_25676
O=C(N[C@@H](CCCCN)C(O)=O)[C@H]1N(CCC1)C(=O)[C@@H](N)CC2=CC=C(O)C=C2,CHEBI_25676
CCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O,CHEBI_77746
[H][C@]12C[C@]3([H])C(=C)C(=O)O[C@@]3([H])[C@@H](O)\C(C)=C\CC\C(C)=C\CC[C@@]1(CO)O2,CHEBI_35610
SC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CCC(=O)N)C(O)=O,CHEBI_16670
[O][O-],CHEBI_77746
COc1cc(CCCOC(C)=O)cc2cc(oc12)-c1ccc2OCOc2c1,CHEBI_25212
O=C(N[C@@H](CCC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CCC(O)=O,CHEBI_25676
C1(=CC(=C(C(=C1)OC)/C=C/S(CC2=CC=C(C(=C2)NCC([O-])=O)OC)(=O)=O)OC)OC.[Na+],CHEBI_35610
C(CC)S(NC1=CC=C(C(=C1F)C(C=2C3=C(N=CC(=C3)Cl)NC2)=O)F)(=O)=O,CHEBI_35610
COc1ccc2C(=O)c3c(OC)cc(CCN(C)C)c(O)c3-c2c1O,CHEBI_25212
Oc1c(Cl)ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)c1O,CHEBI_75771
CC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,CHEBI_77746
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,CHEBI_75771
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CS)CCC(=O)N)C(O)=O,CHEBI_25676
Oc1ccc(\C=C\C([O-])=O)cc1O,CHEBI_77746
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[n+]1cccc(c1)C(O)=O,CHEBI_75771
Cc1cc(=O)oc2cc(NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc3ccccc3)ccc12,CHEBI_16670
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CC=2NC=NC2,CHEBI_25676
O=C(N[C@@H](CCC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C,CHEBI_25676
CSCC[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_25212
C=1C=CC=C2C1C=CC(=O)O2,CHEBI_77746
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCSC)CS)C(O)=O)C,CHEBI_25676
CC1CCCC1,CHEBI_77746
COc1cc(CCc2ccc(O)c(O)c2)cc(O)c1O,CHEBI_25212
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@H](CC)C,CHEBI_16670
[O-]N=O,CHEBI_77746
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C,CHEBI_25676
C(C[N+](C)(C)C)OP(=O)([O-])OC[C@H](OC(*)=O)COC(=O)*,CHEBI_77746
CCCCCCCC(=O)S[*],CHEBI_75771
COc1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1,CHEBI_35610
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,CHEBI_35610
CSSc1cccc[n+]1[O-],CHEBI_25212
COc1ccc2c(c1)[nH]c1c(OC)cc(C=O)cc21,CHEBI_25212
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=2C=3C(NC2)=CC=CC3)C(C)C,CHEBI_16670
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CCC(=O)N)C(O)=O)C,CHEBI_16670
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CC=1NC=NC1,CHEBI_16670
O=C(N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
C(C[NH3+])OP(=O)([O-])OC[C@H](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(=O)CCCCCCCCCCCCCCC,CHEBI_75771
N1([C@@H](CCC1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(N2[C@@H](CCC2)C(=O)O)=O)C(C)C)C([C@H](CC3=CC=C(C=C3)O)N)=O,CHEBI_25676
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,CHEBI_75771
COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)cc2)ccc1O,CHEBI_35610
CC(C)(Cl)[C@H](Br)CC[C@@](Cl)(CBr)C(Cl)=C,CHEBI_35610
Cn1cnc(CC[NH3+])c1,CHEBI_77746
C(NC(CCNC(=O)[C@@H](C(COP(O)(=O)O)(C)C)O)=O)CSC(=O)CCCCCCCCCCCCC,CHEBI_75771
CCCCC\C=C/C,CHEBI_77746
[H][C@@]12C[C@]34N(C)CC[C@]3(CC(=O)[C@@H](OC)[C@]4(OC)O1)c1cc3OCOc3cc21,CHEBI_25212
OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C([O-])=O,CHEBI_77746
O=C(N[C@@H](CO)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)C,CHEBI_25676
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO,CHEBI_76924
COc1ccc(c(O)c1OC)-c1c(C)c(nc(c1N)-c1ccc2C(=O)C(OC)=C(N)C(=O)c2n1)C(O)=O,CHEBI_35610
[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)C,CHEBI_77746
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,CHEBI_76924
Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,CHEBI_77746
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(=O)N[C@@H](CO)C(O)=O)[C@@H](N)CC=3C=4C(NC3)=CC=CC4,CHEBI_16670
CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1,CHEBI_77746
[H][C@]12N3CCC[C@@]1(CC)C[C@](O)(C(=O)OC)n1c2c(CC3)c2ccccc12,CHEBI_25212
S(CC[C@H](NC(=O)[C@@H](N)CC=1NC=NC1)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(O)=O)C,CHEBI_25676
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CCCN=C(N)N,CHEBI_25676
C[C@H]1C[C@@H](C)\C=C(CO)\C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@H](CC(=O)O1)c1ccc(O)cc1,CHEBI_35610
C[N+](C)(C)CCCC(O)=O,CHEBI_75771
COc1ccc([C@H](O)[C@H](CO)Oc2c(OC)cc(cc2OC)[C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2cc(OC)c(O)c(OC)c2)c(OC)c1O,CHEBI_76924
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(=O)NCC(O)=O)[C@@H](N)CCC(O)=O,CHEBI_16670
N[C@@H](CS(O)=O)C(O)=O,CHEBI_75771
C1=2C3=C(C4=CC=CC=C4C1=O)NN=C3C(=CC2)S(=O)(O)=O,CHEBI_25212
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)CC(=O)N,CHEBI_25676
C1[C@@]2([C@@]([C@@]3([C@](C[C@@H](OS([O-])(=O)=O)CC3)(C1)[H])C)(CC[C@@]4(C(CC[C@@]24[H])=O)C)[H])[H],CHEBI_75771
O=C(N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_25676
CCOC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC(Cl)=C(OCCN2CCN(C)CC2)C(Cl)=C1O,CHEBI_35610
[H][C@@]12C[C@@H](OO)C(=C)[C@H](CC[C@@](C)(O)C=C)[C@@]1(C)CCCC2(C)C,CHEBI_25212
O=C(N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)CC=3NC=NC3,CHEBI_16670
CC(C)C#C,CHEBI_25212
O=C(N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_16670
S(CC[C@H](NC(=O)CN)C(=O)N[C@@H](CC=1NC=NC1)C(O)=O)C,CHEBI_16670
C1C(C=C2[C@](C1)([C@@]3([C@@](CC2)([C@]4([C@](C[C@@H]3O)([C@](CC4)(C(C)=O)O)C)[H])[H])[H])C)=O,CHEBI_75771
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC(C)C,CHEBI_25676
O[C@@H]([C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)C)C(O)=O)C,CHEBI_25676
[C@@H](CO)(COP(OCC[N+](C)(C)C)(=O)[O-])OC(=O)*,CHEBI_77746
CCCC/C=C/C=O,CHEBI_76924
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)CN)C,CHEBI_25676
O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CC=2NC=NC2)C(O)=O)[C@H]3NCCC3,CHEBI_25676
[H][C@@]12CCC(C)=CCC\C(C)=C\C[C@@]1(C)[C@@H](O)C[C@@H]2C(C)=C,CHEBI_25212
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CCCCN,CHEBI_25676
[H][C@]12CC[C@]3([H])[C@@](C)(CCC(O)=O)[C@@H](CC[C@@]3(C)[C@]1(C)CC[C@]1(CC[C@H](O[C@]21[H])C(C)(C)O)C(=O)OC)C(C)(C)O,CHEBI_25212
O[C@@H]([C@H](NC(=O)[C@@H](N)CCCCN)C(=O)NCC(O)=O)C,CHEBI_16670
CC(=O)OC[C@H]1O[C@@H](Oc2cc3C(=O)c4cc(O)ccc4C(=O)c3c(O)c2CO)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_76924
O=C(N[C@@H]([C@H](O)C)C(O)=O)[C@@H](NC(=O)CN)C(C)C,CHEBI_25676
C\C=C(/C)C(=O)OC[C@@]12[C@H](C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@H]1CCC[C@]2(O)CCl)OC(C)=O,CHEBI_76924
C[C@]1(CCC(=O)O1)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]21C,CHEBI_76924
[H][C@@]12CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2,CHEBI_77746
O=C(N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@H]2NCCC2,CHEBI_16670
CCCCCCCCCCCCCCCC(O)=O,CHEBI_76924
[C@H]1(CCCN1C)C(O)=O,CHEBI_77746
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,CHEBI_75771
CC(C)C(C(=O)N1CCCC1C(=O)NC2CCCC3=CC=CC=C23)NC(=O)C(C)NC,CHEBI_16670
[H][C@]1(COP(O)(=O)OP(O)(O)=O)[C@]([H])(\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@]1(C)CC\C=C(/C)CCC=C(C)C,CHEBI_75771
[O-]C(=O)C(=O)CS([O-])(=O)=O,CHEBI_77746
S(CC[C@H](NC(=O)CN)C(=O)N[C@@H](CC(O)=O)C(O)=O)C,CHEBI_16670
OC(=O)c1ccoc1,CHEBI_77746
CCCCCCCCCC=C,CHEBI_76924
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)[C@H](O)C)CC1=CC=C(O)C=C1,CHEBI_16670
[H][C@]12CNc3nc(N)[nH]c(=O)c3[N+]1=CN(C2)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEBI_75771
C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O,CHEBI_16670
[H][C@]1(CC[C@@H](C)c2c(O)cc(C)cc12)[C@@H](C)CCC=C(C)C,CHEBI_25212
COc1ccc(cc1)-c1coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1=O,CHEBI_76924
O=C(N1[C@@H](CCC1)C(O)=O)[C@H]2N(CCC2)C(=O)[C@@H](N)CC(O)=O,CHEBI_25676
[H][C@]12[C@H](O)CCCN1C[C@@H](O)[C@H]2O,CHEBI_35610
COc1cc(-c2ccc(O)c(CC=C(C)C)c2)c(OC)c(O)c1-c1ccc(O)c(O)c1,CHEBI_35610
CC(C)CCCC(C)CCCC(C)CCCC(C)CC([O-])=O,CHEBI_77746
[H][C@]12CC[C@]3(C)[C@@H](O)[C@H](O)C[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21,CHEBI_75771
[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)CO,CHEBI_77746
C(CCCCCCC/C=C\CCCCCCCC)(N[C@H](C(O)=O)[C@H](O)C)=O,CHEBI_75771
[H][C@@]12C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@]3([H])[C@@]1(O)[C@H](C)[C@@H](OC(=O)CCCCCCC)[C@]1(OC(C)=O)[C@@]2([H])C1(C)C,CHEBI_25212
Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1,CHEBI_25212
[H][C@]1(CC[C@]2(CO)CC[C@]3(C)[C@]([H])(CC[C@]4([H])[C@@]5(C)CCC(=O)C(C)(C)[C@]5([H])CC[C@@]34C)[C@@]12[H])[C@@H](C)C=O,CHEBI_76924
[C@]12([C@@]([C@H](OC1)C3=CC4=C(C=C3)OCO4)(CO[C@@H]2C5=CC6=C(C=C5)OCO6)[H])[H],CHEBI_35610
[H][C@@]12C[C@@H](O[C@@H](C)[C@@]3([H])O[C@]3([H])C[C@H](Br)[C@]([H])(C[C@H]1Cl)O2)C=C=CBr,CHEBI_25212
OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1,CHEBI_35610
COc1cc(O)ccc1C(=O)\C=C\c1ccc(O)c(O)c1,CHEBI_25212
COC(=O)CC(O)N(C)C(=O)c1cc2c3ccccc3[nH]c2c(n1)C(C)=O,CHEBI_25212
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=2C=3C(NC2)=CC=CC3)CC(C)C,CHEBI_25676
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CCC(=O)N,CHEBI_16670
COC(=O)c1cc(O)c(cc1O)[C@@H](C=C)c1ccc(OC)c(O)c1,CHEBI_25212
O=C(N1[C@H](CCC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CCCN=C(N)N,CHEBI_16670
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CC=3C=4C(NC3)=CC=CC4,CHEBI_25676
CN1C(=O)C(NC(C)=O)=C2SSC=C12,CHEBI_35610
COC1=CC(=O)C2=C(CCc3ccccc3O2)C1=O,CHEBI_25212
COC1=CC(=O)C(C)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C1=O,CHEBI_75771
CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C,CHEBI_35610
O[C@@H]([C@H](N)C(=O)N[C@H](C(=O)N[C@@H](C(C)C)C(O)=O)CO)C,CHEBI_16670
Cc1cc(O)c2c(c1)oc(C)cc2=O,CHEBI_25212
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\Cc1cc(cc(O)c1O)C(O)=O,CHEBI_75771
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)N)CO)C(O)=O)C,CHEBI_16670
Cn1c2[nH]c(=O)n(C)c2c(=O)[nH]c1=O,CHEBI_75771
